Num,Link
63,https://swa.co.id/covid19/redam-penyebaran-covid-19-hideaway-hospitality-terapkan-chse
64,https://swa.co.id/covid19/alat-kesehatan-harus-tersebar-merata-ke-seluruh-daerah
65,https://swa.co.id/covid19/23-ribu-vaksinator-siap-lakukan-vaksinasi-covid-19
66,https://swa.co.id/covid19/vaksin-merah-putih-diupayakan-beredar-luas-awal-2022
67,https://swa.co.id/covid19/pemerintah-indonesia-sampaikan-edukasi-seputar-vaksin-covid-19
68,https://swa.co.id/covid19/kepala-bnpb-doni-monardo-meninjau-lokasi-pengungsi-akibat-erupsi-gunung-merapi
69,https://swa.co.id/covid19/fokus-percepat-persiapan-vaksin-covid-19-kpcpen-perkenalkan-dua-profesor-pediatrik
70,https://swa.co.id/covid19/ketua-satgas-covid-19-ingatkan-larangan-kerumunan-kepada-kepala-daerah
71,https://swa.co.id/covid19/tata-cara-pemungutan-suara-di-tps-pada-masa-pandemi
72,https://swa.co.id/covid19/terapkan-wfh-performance-karyawan-akseleran-meningkat
73,https://swa.co.id/covid19/100-banpres-produktif-usaha-mikro-tersalurkan
74,https://swa.co.id/covid19/dukungan-kebijakan-publik-terhadap-perubahan-perilaku
75,https://swa.co.id/covid19/cegah-covid-19-the-alana-hotel-rapid-test-karyawan-setiap-bulan
76,https://swa.co.id/covid19/angka-hunian-rs-wisma-atlet-naik-53
77,https://swa.co.id/covid19/protokol-ibadah-umroh-saat-pandemi
78,https://swa.co.id/covid19/provinsi-dengan-kasus-tertinggi-harus-lakukan-evaluasi-3t
79,https://swa.co.id/covid19/pemda-di-zona-merah-harus-tingkatkan-dan-masifkan-3t
80,https://swa.co.id/covid19/waspadai-10-gejala-baru-covid-19-yang-tak-terduga
81,https://swa.co.id/covid19/covid-19-dalam-angka-kondisi-nasional-per-17-november-2020
82,https://swa.co.id/covid19/mendagri-terbitkan-aturan-penegakan-prokes-apa-isinya
83,https://swa.co.id/covid19/kemenparekraf-gelar-pelatihan-room-attendant-untuk-penerapan-protokol-kesehatan-di-hotel
84,https://swa.co.id/covid19/keseimbangan-bisnis-unilever-indonesia-di-tengah-pandemi-covid-19
85,https://swa.co.id/covid19/jurus-pengusaha-furniture-bertahan-hadapi-covid-19
86,https://swa.co.id/covid19/danone-indonesia-jaga-kesehatan-fisik-dan-mental-karyawan
87,https://swa.co.id/covid19/cegah-penyebaran-covid-19-transjakarta-hadirkan-teknologi-nirsentuh
88,https://swa.co.id/covid19/survei-kepatuhan-jaga-jarak-saat-liburan-lalu-lebih-tinggi
89,https://swa.co.id/covid19/survei-25-penduduk-belum-patuh-menggunakan-masker
90,https://swa.co.id/covid19/cegah-klaster-rumah-tangga-dengan-protokol-keluarga
91,https://swa.co.id/covid19/pemprov-dki-jakarta-masifkan-tes-pcr
92,https://swa.co.id/covid19/tokoh-masyarakat-harusnya-beri-contoh-disiplin-protokol-kesehatan
93,https://swa.co.id/covid19/beredar-mitos-tentang-vaksin-ini-kata-ahli
94,https://swa.co.id/covid19/blibli-terapkan-protokol-kesehatan-ketat-di-blibli-express-service
95,https://swa.co.id/covid19/white-horse-pastikan-armada-bersih-dan-pengemudi-fit
96,https://swa.co.id/covid19/survei-penerimaan-vaksin-covid-19-mayoritas-masyarakat-bersedia-menerima
97,https://swa.co.id/covid19/ini-prosedur-aviary-bintaro-jaga-kesehatan-di-lingkungan-hotel
98,https://swa.co.id/covid19/kontribusi-dalam-penanganan-covid-19-grup-wings-raih-penghargaan-padmamitra
99,https://swa.co.id/covid19/beachwalk-pastikan-seluruh-tenant-terapkan-prokes
100,https://swa.co.id/covid19/pesan-perubahan-perilaku-harus-disampaikan-dalam-bahasa-ibu
101,https://swa.co.id/covid19/mencegah-lebih-baik-dan-murah-daripada-mengobati
102,https://swa.co.id/covid19/jaga-keamanan-paket-sicepat-terapkan-prokes
103,https://swa.co.id/covid19/optimalisasi-digital-penting-untuk-selamatkan-umkm-di-tengah-pandemi
104,https://swa.co.id/covid19/inovasi-airasia-untuk-tingkatkan-perjalanan-yang-lebih-aman-dan-higienis
105,https://swa.co.id/covid19/digitalisasi-dorong-umkm-naik-kelas
106,https://swa.co.id/covid19/satgas-covid-19-evaluasi-penambahan-kasus-untuk-antisipasi-libur-natal-dan-tahun-baru
107,https://swa.co.id/covid19/aktivitas-bersepeda-menigkat-ini-faktor-pemicunya
108,https://swa.co.id/covid19/tujuh-utama-jaga-kesehatan-kita
109,https://swa.co.id/covid19/bts-berteknologi-4g-lte-telkomsel-hadir-di-rote-ndao
110,https://swa.co.id/covid19/menciptakan-bengkel-yang-aman-corona
111,https://swa.co.id/covid19/tata-kelola-hotel-untuk-tekan-corona
112,https://swa.co.id/covid19/tata-kelola-pabrik-dimasa-pandemi
113,https://swa.co.id/covid19/bisnis-sepeda-makin-menggeliat-di-masa-pandemi
114,https://swa.co.id/covid19/artugo-jalani-prokes-diimbangi-kesadaran-karyawan-membersihkan-lingkungan-kerja
115,https://swa.co.id/covid19/pertamina-uji-coba-green-diesel-pada-akhir-november
116,https://swa.co.id/covid19/the-royal-santrian-minimalkan-personal-touch-hindari-covid-19
117,https://swa.co.id/covid19/pakai-masker-jadi-prasyarat-menyelamatkan-nyawa-ekonomi
118,https://swa.co.id/covid19/satgas-covid-19-psbb-transisi-bukan-tanda-aman
119,https://swa.co.id/covid19/7-hal-saat-membuka-resto-dimasa-pandemi
120,https://swa.co.id/covid19/portal-dagang-dan-print-app-fokus-pada-pengelolaan-bisnis
121,https://swa.co.id/covid19/menteri-perindustrian-bagaimana-industri-tetap-tumbuh-tanpa-menjadi-kluster
122,https://swa.co.id/covid19/kemenparekraf-dorong-industri-hotel-dan-restoran-di-labuan-bajo-sertifikasi-chse
123,https://swa.co.id/covid19/langkah-bni-syariah-memerangi-pandemi
124,https://swa.co.id/covid19/disiplin-prokes-untuk-antisipasi-gelombang-kedua-pandemi
125,https://swa.co.id/covid19/karyawan-generali-yang-bekerja-di-kantor-wajib-dapat-surat-izin
126,https://swa.co.id/covid19/jenis-jenis-masker-dan-keunggulannya-yang-perlu-anda-tahu
127,https://swa.co.id/covid19/uji-klinis-vaksin-sinovac-memasuk-tahap-pemantauan
128,https://swa.co.id/covid19/pemerintah-siapkan-infrastruktur-pendukung-untuk-distribusikan-vaksin-covid-19
129,https://swa.co.id/covid19/park-hotel-jakarta-implementasi-sop-adaptasi-kebiasaan-baru
130,https://swa.co.id/covid19/menteri-pertanian-11-bahan-pokok-dasar-dalam-kendali-penuh-di-2020
131,https://swa.co.id/covid19/duta-perubahan-perilaku-bantu-satgas-disiplinkan-protokol-kesehatan
132,https://swa.co.id/covid19/jaringan-hotel-indonesia-natour-utamakan-aspek-higienitas
133,https://swa.co.id/covid19/13-jamaah-umrah-positif-covid-19-kemenag-gencarkan-sosialisasi-prokes
134,https://swa.co.id/covid19/tips-ke-salon-saat-pandemi
135,https://swa.co.id/covid19/putus-penularan-covid-19-dengan-3m-dan-3t
136,https://swa.co.id/covid19/publik-diajak-ubah-perilaku-dan-berdisiplin-prokes
137,https://swa.co.id/covid19/ini-prioritas-dalam-penggunaan-darurat-vaksin-covid-19
138,https://swa.co.id/covid19/sisi-positif-bekerja-dari-rumah
139,https://swa.co.id/covid19/langkah-jet-express-beradaptasi-di-tengah-psbb
140,https://swa.co.id/covid19/kiat-nurhayati-subakat-hadapi-covid-19
141,https://swa.co.id/covid19/ide-kreatif-bisnis-saat-pandemi
142,https://swa.co.id/covid19/damri-terapkan-kebiasaan-baru-di-lingkungan-kantor
143,https://swa.co.id/covid19/penerapan-protokol-kesehatan-di-unilever-indonesia
144,https://swa.co.id/covid19/pemerintah-pastikan-vaksin-covid-19-aman
145,https://swa.co.id/covid19/peran-komunitas-gowes-untuk-perubahan-perilaku
146,https://swa.co.id/covid19/indra-karya-gencar-sosialisasi-adaptasi-kebiasaan-baru
147,https://swa.co.id/covid19/agar-tenang-beribadah-jamaah-umroh-harus-patuhi-ini-selama-pandemi
148,https://swa.co.id/covid19/taat-protokol-kesehatan-kasus-spa-di-grup-sgh-turun
149,https://swa.co.id/covid19/pelindo-i-gencarkan-layanan-digital-untuk-penumpang
150,https://swa.co.id/covid19/jaga-gaya-hidup-sehat-cegah-risiko-penyakit-penyerta-covid-19
151,https://swa.co.id/covid19/program-sertifikasi-chse-bangkitkan-roh-pariwisata-di-bali
152,https://swa.co.id/covid19/airlangga-hartarto-yang-dilakukan-pemerintah-sudah-on-the-right-track
153,https://swa.co.id/covid19/kemenparekraf-sosialisasikan-protokol-chse-di-bali-dan-labuan-bajo-kepada-ekspatriat-india
154,https://swa.co.id/covid19/ini-yang-perlu-kamu-pahami-tentang-face-shield
155,https://swa.co.id/covid19/cara-damri-amankan-penumpang-dari-potensi-covid-19
156,https://swa.co.id/covid19/satgas-pemda-harus-evaluasi-kontinu-penerapan-prokes
157,https://swa.co.id/covid19/potret-belanja-online-bulanan-konsumen
158,https://swa.co.id/covid19/damri-terapkan-kebiasaan-baru-untuk-mencegah-penularan-covid
159,https://swa.co.id/covid19/perempuan-menjadi-kunci-dalam-gerakan-disiplin-pakai-masker
160,https://swa.co.id/covid19/protokol-kesehatan-setelah-beraktivitas-di-luar-rumah
161,https://swa.co.id/covid19/sucofindo-gratiskan-sertifikasi-chse-bagi-pelaku-pariwisata
162,https://swa.co.id/covid19/asdp-butuh-kesadaran-tinggi-pengguna-patuhi-protokol-kesehatan
163,https://swa.co.id/covid19/prof-wiku-kasus-covid-setelah-libur-panjang-relatif-terkendali
164,https://swa.co.id/covid19/tips-menggunakan-masker-yang-tepat-dan-efektif
165,https://swa.co.id/covid19/tetap-disiplin-prokes-damri-buka-trayek-baru
166,https://swa.co.id/covid19/pemerintah-yakin-ekonomi-indonesia-pulih-dari-resesi-pada-2021
167,https://swa.co.id/covid19/masyarakat-indonesia-lebih-optimis-ini-alasannya
168,https://swa.co.id/covid19/airlangga-penanganan-covid-19-dan-pemulihan-ekonomi-berada-di-jalur-yang-tepat-dan-seimbang
169,https://swa.co.id/covid19/doni-monardo-vaksin-terbaik-adalah-protokol-kesehatan
170,https://swa.co.id/covid19/studi-baru-anak-anak-produksi-antibodi-covid-19-lebih-rendah
171,https://swa.co.id/covid19/bluebird-mengukur-produktivitas-perusahaan-melalui-protokol-kesehatan
172,https://swa.co.id/covid19/solid-gold-berjangka-lindungi-karyawan-terapkan-disiplin-protokol-kesehatan
173,https://swa.co.id/covid19/vending-machine-khusus-masker-upaya-menekan-penyebaran-covid-19
174,https://swa.co.id/covid19/hindari-5-kebiasaan-yang-dapat-turunkan-imun
175,https://swa.co.id/covid19/berinovasi-dalam-menghadapi-tantangan-pandemi
176,https://swa.co.id/covid19/menaker-ida-mengedukasi-hidup-sehat-karyawan-pabrik-rokok-di-masa-pandemi
177,https://swa.co.id/covid19/perkuat-implementasi-protokol-kesehatan-dahana-bagikan-3-ribu-masker
178,https://swa.co.id/covid19/menhub-minta-lanjutkan-pembangunan-dan-terapkan-protokol-kesehatan
179,https://swa.co.id/covid19/pt-garam-jadikan-satpam-garda-terdepan-penegak-protokol-kesehatan
180,https://swa.co.id/covid19/a-true-balinese-experience-mulai-bangkit-saat-new-normal
181,https://swa.co.id/covid19/cara-fabelio-beradaptasi-di-situasi-pandemi
182,https://swa.co.id/covid19/jurus-selamat-sempurna-di-masa-pandemi
183,https://swa.co.id/covid19/menhub-minta-lanjutkan-pembangunan-dan-terapkan-prokes-di-sarana-transportasi
184,https://swa.co.id/covid19/meningkatkan-sistem-imun-dengan-buah-buahan
185,https://swa.co.id/covid19/masyarakat-indonesia-optimistis-hadapi-covid-19
186,https://swa.co.id/covid19/bioskop-cgv-bekasi-palembang-dibuka-terapkan-protokol-kesehatan
187,https://swa.co.id/covid19/keluar-dari-jerat-burnout-syundrome-wfh
188,https://swa.co.id/covid19/anies-himbau-masyarakat-tetap-disiplin-prokes-di-masa-transisi-psbb
189,https://swa.co.id/covid19/bersepeda-yang-aman-di-era-pandemi
190,https://swa.co.id/covid19/dengan-inovasi-protokol-covid-bangkitkan-bisnis-zap-clinic
191,https://swa.co.id/covid19/pelajaran-berharga-dari-penyintas-covid-19-nina-susilowati
192,https://swa.co.id/covid19/pemerintah-akan-sediakan-vaksi-yang-aman-dan-lolos-uji-klinis
193,https://swa.co.id/covid19/protokol-kesehatan-lippo-mall-kemang
194,https://swa.co.id/covid19/agar-aman-berwisata-di-candi-borobudur
195,https://swa.co.id/covid19/lima-penyebab-burnout-syndrome-karena-wfh
196,https://swa.co.id/covid19/kemenkes-himbau-jamaah-umrah-patuhi-protokol-kesehatan
197,https://swa.co.id/covid19/hatten-wines-rapat-online-menjadi-kebiasaan-baru
198,https://swa.co.id/covid19/bulog-berlakukan-protokol-untuk-perlindungan-pekerja-dan-stakeholder
199,https://swa.co.id/covid19/protokol-kesehatan-covid-19-di-pesantren-dan-peran-kyai-jadi-panutan
200,https://swa.co.id/covid19/kemenparekraf-ajak-pelaku-kuliner-di-bali-terapkan-protokol-kesehatan
201,https://swa.co.id/covid19/terawan-sebutkan-9-kunci-penanganan-covid-19-di-indonesia
202,https://swa.co.id/covid19/laboratorium-tes-covid-19-perlu-dievaluasi
203,https://swa.co.id/covid19/ceo-kirana-megatara-terapkan-protokol-3m-secara-disiplin
204,https://swa.co.id/covid19/hindari-gelombang-kedua-dengan-disiplin-prokes
205,https://swa.co.id/covid19/prioritas-utama-klub-fitness-first-cegah-penularan-covid-19
206,https://swa.co.id/covid19/3-aspek-protokol-covid-xl-axiata
207,https://swa.co.id/covid19/bpr-kas-terapkan-pendekatan-personal-dengan-sentuhan-digital
208,https://swa.co.id/covid19/kebersihan-dan-higienitas-jadi-pertimbangan-utama-konsumen-memilih-resto
209,https://swa.co.id/covid19/semen-baturaja-terapkan-berbagai-pencegahan-covid-sesuai-protokol
210,https://swa.co.id/covid19/ekonomi-indonesia-berpeluang-cepat-pulih
211,https://swa.co.id/covid19/280771
212,https://swa.co.id/covid19/survei-praktik-protokol-kesehatan-covid-19-di-6-kota
213,https://swa.co.id/covid19/video-pelajaran-berharga-dari-penyintas-covid-nina-susilowati
214,https://swa.co.id/covid19/disiplin-protokol-kesehatan-penumpang-kai-melonjak
215,https://swa.co.id/covid19/ap-i-andalkan-teknologi-untuk-lindungi-penumpang-di-masa-adaptasi-kebiasaan-baru
216,https://swa.co.id/covid19/protokol-kesehatan-ketat-dana-ubah-konsep-offline-ke-online
217,https://swa.co.id/covid19/7-langkah-menghadapi-perubahan-perilaku-konsumen-di-masa-transisi-new-normal
218,https://swa.co.id/covid19/tips-pemasaran-di-masa-pandemi
219,https://swa.co.id/covid19/inilah-langkah-bei-menangkal-pandemi
220,https://swa.co.id/covid19/layanan-resto-dan-minimarket-paska-pandemi-covid-19
221,https://swa.co.id/covid19/penuhi-protokol-kesehatan-psis-gandeng-rentokil-initial-indonesia
222,https://swa.co.id/covid19/perusahaan-pemegang-iomki-wajib-laporkan-aktivitas-penerapan-prokes
223,https://swa.co.id/covid19/badan-pom-siap-kawal-mutu-vaksin-covid-19
224,https://swa.co.id/covid19/bni-life-insurance-terapkan-protokol-covid-jaga-pertumbuhan-bisnis
225,https://swa.co.id/covid19/usai-beraktivitas-di-luar-rumah-terapkan-protokol-kesehatan-ini
226,https://swa.co.id/covid19/cara-castrol-lindungi-konsumen-dari-risiko-covid-19-di-bengkel-mitra
227,https://swa.co.id/covid19/kemenparekraf-susun-protokol-kesehatan-wisata-selam
228,https://swa.co.id/covid19/menciptakan-kantor-yang-aman-corona
229,https://swa.co.id/covid19/bio-farma-upayakan-percepat-uji-imunogenisitas-vaksin-covid-19
230,https://swa.co.id/covid19/televisi-masih-dipercaya-sebarkan-sumber-informasi-covid-19
231,https://swa.co.id/covid19/zona-oranye-penyebaran-virus-diharap-tidak-lengah
232,https://swa.co.id/covid19/bagaimana-martinus-subandi-sinarya-ceo-kirana-megatara-menjalankan-aktivitas-di-era-covid
233,https://swa.co.id/covid19/antisipasi-penyebaran-covid-19-wom-finance-lakukan-penyemprotan-disinfektan
234,https://swa.co.id/covid19/strategi-paxel-lindungi-karyawan-dan-pelanggan-dari-covid-19
235,https://swa.co.id/covid19/ini-dia-6-lembaga-yang-kembangkan-vaksin-merah-putih
236,https://swa.co.id/covid19/evalube-cegah-penyebaran-covid-19-di-fasilitas-produksi-dan-lingkungan-sekitar
237,https://swa.co.id/covid19/garudafood-membangun-new-habits-untuk-kendalikan-covid
238,https://swa.co.id/covid19/hachi-group-ketatkan-protokol-kesehatan-untuk-lindungi-pelanggan
239,https://swa.co.id/covid19/satgas-penanganan-covid-19-dan-kemkes-luncurkan-program-penguatan-tracing-di-51-kabupaten-kota-prioritas
240,https://swa.co.id/covid19/gowes-aman-di-tengah-pandemi
241,https://swa.co.id/covid19/smartfren-ajak-mitra-kampanyekan-protokol-kesehatan-bersepeda
242,https://swa.co.id/covid19/protokol-kesehatan-ketat-bisa-optimalkan-potensi-wisata-domestik
243,https://swa.co.id/covid19/tim-riset-uji-klinis-covid-19-kami-tidak-terburu-buru
244,https://swa.co.id/covid19/kebun-binatang-ragunan-menyambut-pengunjung-dengan-protokol-covid-lengkap
245,https://swa.co.id/covid19/standar-prokes-di-sun-life
246,https://swa.co.id/covid19/tokopedia-jaga-produktivitas-karyawan-dengan-serangkaian-kegiatan-virtual
247,https://swa.co.id/covid19/update-rs-rujukan-covid-19-bagaimana-tren-pasca-libur-panjang
248,https://swa.co.id/covid19/intercontinental-bali-resort-pastikan-kenyamanan-tamu-dengan-sertifikasi-chse
249,https://swa.co.id/covid19/berkunjung-ke-tempat-wisata
250,https://swa.co.id/covid19/gelar-kampanye-libur-dekat-rumah-tiket-com-tetap-ingatkan-protokol-kesehatan
251,https://swa.co.id/covid19/pariwisata-bergerak-itdc-perketat-pengawasan-protokol-kesehatan
252,https://swa.co.id/covid19/cara-membuang-masker-sekali-pakai
253,https://swa.co.id/covid19/filosofi-baru-hachi-group-di-masa-adaptasi-baru
254,https://swa.co.id/covid19/protokol-kesehatan-ppm-manajemen-untuk-karyawan-dan-klien
255,https://swa.co.id/covid19/tips-aman-naik-taksi-konvensional-dan-daring
256,https://swa.co.id/covid19/salonpas-sport-virtual-ride-2020-ajak-masyarakat-bergerak-aktif
257,https://swa.co.id/covid19/dengan-protokol-covid-karyawan-makin-sehat-produktivitas-meningkat
258,https://swa.co.id/covid19/akselerasi-persiapan-logistik-dan-sdm-untuk-vaksinasi-covid-19
259,https://swa.co.id/covid19/ptpn-xii-dukung-jatim-atasi-penyebaran-covid-19
260,https://swa.co.id/covid19/grup-sgh-berlakukan-kerja-shift-wfh-dan-wfo-saat-pandemi
261,https://swa.co.id/covid19/wardah-edukasi-masyarakat-jaga-kebersihan-tangan-dan-bagikan-30-700-hand-gel
262,https://swa.co.id/covid19/toya-devasya-prokes-ketat-tapi-tidak-bisa-wfh
263,https://swa.co.id/covid19/cegah-penularan-virus-moratelindo-tiadakan-perjalanan-bisnis
264,https://swa.co.id/covid19/ini-kegunaan-blc-monitoring-perubahan-perilaku
265,https://swa.co.id/covid19/bir-bintang-dampingi-sertifikasi-protokol-kesehatan-mitra-outlet-bali
266,https://swa.co.id/covid19/menjaga-keselamatan-jamaah-shalat-jumat-di-masjid
267,https://swa.co.id/covid19/radiant-utama-interinsco-lakukan-efisiensi-dan-prioritaskan-proyek-jangka-pendek
268,https://swa.co.id/covid19/protokol-soho-global-health-hadapi-pandemicovid-19
269,https://swa.co.id/covid19/tetap-produktif-di-masa-pandemi-apa-yang-dilakukan-olla-ramlan
270,https://swa.co.id/covid19/hajatan-keluarga-aman-di-masa-pandemi-covid-19
271,https://swa.co.id/covid19/ayo-cuci-tangan-selalu
272,https://swa.co.id/covid19/dr-sonny-harry-harmadi-menjelaskan-buku-pedoman-perubahan-perilaku-untuk-melawan-covid
273,https://swa.co.id/covid19/pupuk-kaltim-sediakan-laboratorium-biomolekuler-pcr-untuk-putus-mata-rantai-covid-19
274,https://swa.co.id/covid19/cegah-penularan-covid-19-ini-yang-dilakukan-jasa-marga
275,https://swa.co.id/covid19/layanan-bca-tekan-penularan-covid-19
276,https://swa.co.id/covid19/suzuki-kurangi-kapasitas-produksi-untuk-putus-penyebaran-corona
277,https://swa.co.id/covid19/ig-live-swa-business-leader-talk-saatnya-umkm-menangkap-peluang-kala-pandemi
278,https://swa.co.id/covid19/pesonna-hotel-tugu-yogyakarta-siapkan-ruang-isolasi-untuk-tamu
279,https://swa.co.id/covid19/protokol-kesehatan-bni-syariah-lindungi-karyawan-keluarga-dan-nasabah-dari-covid-19
280,https://swa.co.id/covid19/ada-covid-19-pembangunan-mrt-fase-2-terancam-tertunda
281,https://swa.co.id/covid19/hobi-3m-cara-pemimpin-nojorono-tidak-stres-selama-pandemi
282,https://swa.co.id/covid19/integrasi-pembayaran-elektronik-upaya-oyo-perkuat-protokol-kesehatan
283,https://swa.co.id/covid19/agricon-bangun-komunikasi-dan-kekompakan-karyawan-hadapi-covid-19
284,https://swa.co.id/covid19/upaya-smaf-menjaga-keselamatan-karyawan-di-tengah-pandemi-covid-19
285,https://swa.co.id/covid19/perkembangan-covid-19-pekan-ini-kesembuhan-naik-44
286,https://swa.co.id/covid19/berdisiplin-terapkan-protokol-kesehatan-cegah-klaster-perkantoran
287,https://swa.co.id/covid19/pentingnya-pengukuran-kualitas-udara-di-lingkungan-kerja
288,https://swa.co.id/covid19/penerapan-protokol-kesehatan-tingkatkan-produktivitas-di-datascrip
289,https://swa.co.id/covid19/agar-pelanggan-aman-dari-covid-19-saat-servis-produk-elektronik
290,https://swa.co.id/covid19/four-points-by-sheraton-surabaya-prioritaskan-keselamatan-kesehatan-pengunjung
291,https://swa.co.id/covid19/upaya-linkaja-lindungi-karyawan-dari-potensi-covid-19
